"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate","Current Year Attainment Rate","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"12","Level 1 Literacy","West Coast","2019","0","0.897","0.16","235","42","262",""
"12","Level 1 Literacy","West Coast","2020","0","0.926","0.159","250","43","270",""
"12","Level 1 Literacy","West Coast","2021","0","0.929","0.124","248","33","267",""
"12","Level 1 Literacy","West Coast","2022","0","0.933","0.11","279","33","299",""
"12","Level 1 Literacy","West Coast","2023","0","0.952","0.14","258","38","271",""
"12","Level 1 Literacy","West Coast","2024","0","0.916","0.101","282","31","308",""
"12","Level 1 Numeracy","Auckland","2015","0","0.876","0.13","16402","2443","18722",""
"12","Level 1 Numeracy","Auckland","2016","0","0.885","0.127","17103","2453","19335",""
"12","Level 1 Numeracy","Auckland","2017","0","0.887","0.125","17124","2407","19296",""
"12","Level 1 Numeracy","Auckland","2018","0","0.896","0.124","16591","2303","18508",""
"12","Level 1 Numeracy","Auckland","2019","0","0.901","0.139","16913","2605","18779",""
"12","Level 1 Numeracy","Auckland","2020","0","0.901","0.142","17040","2677","18909",""
"12","Level 1 Numeracy","Auckland","2021","0","0.902","0.148","17292","2830","19178",""
"12","Level 1 Numeracy","Auckland","2022","0","0.892","0.17","17279","3302","19373",""
"12","Level 1 Numeracy","Auckland","2023","0","0.892","0.221","18236","4513","20453",""
"12","Level 1 Numeracy","Auckland","2024","0","0.889","0.243","19400","5295","21814",""
"12","Level 1 Numeracy","Bay of Plenty","2015","0","0.942","0.118","3295","414","3497",""
"12","Level 1 Numeracy","Bay of Plenty","2016","0","0.958","0.108","3470","393","3624",""
"12","Level 1 Numeracy","Bay of Plenty","2017","0","0.955","0.091","3424","327","3586",""
"12","Level 1 Numeracy","Bay of Plenty","2018","0","0.95","0.097","3362","343","3539",""
"12","Level 1 Numeracy","Bay of Plenty","2019","0","0.952","0.094","3233","320","3395",""
"12","Level 1 Numeracy","Bay of Plenty","2020","0","0.95","0.096","3370","342","3546",""
"12","Level 1 Numeracy","Bay of Plenty","2021","0","0.952","0.072","3551","270","3731",""
"12","Level 1 Numeracy","Bay of Plenty","2022","0","0.947","0.06","3356","212","3545",""
"12","Level 1 Numeracy","Bay of Plenty","2023","0","0.939","0.089","3465","330","3691",""
"12","Level 1 Numeracy","Bay of Plenty","2024","0","0.94","0.075","3634","289","3867",""
"12","Level 1 Numeracy","Canterbury","2015","0","0.95","0.097","6048","617","6365",""
"12","Level 1 Numeracy","Canterbury","2016","0","0.953","0.091","6405","611","6721",""
"12","Level 1 Numeracy","Canterbury","2017","0","0.957","0.087","6376","578","6665",""
"12","Level 1 Numeracy","Canterbury","2018","0","0.956","0.101","6515","689","6817",""
"12","Level 1 Numeracy","Canterbury","2019","0","0.949","0.108","6276","715","6615",""
"12","Level 1 Numeracy","Canterbury","2020","0","0.954","0.104","6482","705","6793",""
"12","Level 1 Numeracy","Canterbury","2021","0","0.951","0.122","6536","838","6874",""
"12","Level 1 Numeracy","Canterbury","2022","0","0.939","0.118","6369","803","6781",""
"12","Level 1 Numeracy","Canterbury","2023","0","0.94","0.167","6807","1213","7243",""
"12","Level 1 Numeracy","Canterbury","2024","0","0.924","0.179","7018","1362","7598",""
"12","Level 1 Numeracy","Gisborne","2015","0","0.944","0.165","573","100","607",""
"12","Level 1 Numeracy","Gisborne","2016","0","0.931","0.129","541","75","581",""
"12","Level 1 Numeracy","Gisborne","2017","0","0.924","0.11","569","68","616",""
"12","Level 1 Numeracy","Gisborne","2018","0","0.933","0.132","545","77","584",""
"12","Level 1 Numeracy","Gisborne","2019","0","0.924","0.136","524","77","567",""
"12","Level 1 Numeracy","Gisborne","2020","0","0.935","0.196","533","112","570",""
"12","Level 1 Numeracy","Gisborne","2021","0","0.898","0.093","509","53","567",""
"12","Level 1 Numeracy","Gisborne","2022","0","0.915","0.15","548","90","599",""
"12","Level 1 Numeracy","Gisborne","2023","0","0.88","0.127","513","74","583",""
"12","Level 1 Numeracy","Gisborne","2024","0","0.875","0.136","516","80","590",""
"12","Level 1 Numeracy","Hawke's Bay","2015","0","0.954","0.086","1973","178","2068",""
"12","Level 1 Numeracy","Hawke's Bay","2016","0","0.952","0.074","2037","158","2139",""
"12","Level 1 Numeracy","Hawke's Bay","2017","0","0.957","0.072","2054","154","2147",""
"12","Level 1 Numeracy","Hawke's Bay","2018","0","0.963","0.071","2060","152","2140",""
"12","Level 1 Numeracy","Hawke's Bay","2019","0","0.952","0.086","1828","166","1921",""
"12","Level 1 Numeracy","Hawke's Bay","2020","0","0.946","0.081","1925","165","2034",""
"12","Level 1 Numeracy","Hawke's Bay","2021","0","0.943","0.08","1980","167","2099",""
"12","Level 1 Numeracy","Hawke's Bay","2022","0","0.948","0.077","1830","149","1931",""
"12","Level 1 Numeracy","Hawke's Bay","2023","0","0.942","0.089","1969","187","2090",""
"12","Level 1 Numeracy","Hawke's Bay","2024","0","0.932","0.1","2016","216","2162",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2015","0","0.927","0.14","2575","389","2779",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2016","0","0.947","0.118","2718","339","2871",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2017","0","0.949","0.116","2702","330","2847",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2018","0","0.946","0.115","2592","315","2740",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2019","0","0.937","0.132","2501","352","2668",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2020","0","0.943","0.221","2607","612","2766",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2021","0","0.933","0.193","2511","518","2690",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2022","0","0.937","0.177","2619","496","2795",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2023","0","0.922","0.237","2505","645","2716",""
"12","Level 1 Numeracy","Manawatu-Whanganui","2024","0","0.91","0.278","2720","831","2990",""
"12","Level 1 Numeracy","Marlborough","2015","0","0.975","0.065","422","28","433",""
"12","Level 1 Numeracy","Marlborough","2016","0","0.966","0.078","420","34","435",""
"12","Level 1 Numeracy","Marlborough","2017","0","0.964","0.143","399","59","414",""
"12","Level 1 Numeracy","Marlborough","2018","0","0.956","0.141","366","54","383",""
"12","Level 1 Numeracy","Marlborough","2019","0","0.932","0.167","395","71","424",""
"12","Level 1 Numeracy","Marlborough","2020","0","0.95","0.173","418","76","440",""
"12","Level 1 Numeracy","Marlborough","2021","0","0.941","0.171","352","64","374",""
"12","Level 1 Numeracy","Marlborough","2022","0","0.948","0.075","419","33","442",""
"12","Level 1 Numeracy","Marlborough","2023","0","0.938","0.146","378","59","403",""
"12","Level 1 Numeracy","Marlborough","2024","0","0.922","0.161","412","72","447",""
"12","Level 1 Numeracy","Nelson","2015","0","0.952","0.132","669","93","703",""
"12","Level 1 Numeracy","Nelson","2016","0","0.964","0.109","771","87","800",""
"12","Level 1 Numeracy","Nelson","2017","0","0.951","0.093","712","70","749",""
"12","Level 1 Numeracy","Nelson","2018","0","0.977","0.085","678","59","694",""
"12","Level 1 Numeracy","Nelson","2019","0","0.964","0.127","674","89","699",""
"12","Level 1 Numeracy","Nelson","2020","0","0.959","0.091","683","65","712",""
"12","Level 1 Numeracy","Nelson","2021","0","0.954","0.087","689","63","722",""
"12","Level 1 Numeracy","Nelson","2022","0","0.957","0.086","670","60","700",""
"12","Level 1 Numeracy","Nelson","2023","0","0.938","0.098","662","69","706",""
"12","Level 1 Numeracy","Nelson","2024","0","0.945","0.103","706","77","747",""
"12","Level 1 Numeracy","Northland","2015","0","0.916","0.148","1737","281","1897",""
"12","Level 1 Numeracy","Northland","2016","0","0.919","0.133","1851","268","2014",""
"12","Level 1 Numeracy","Northland","2017","0","0.922","0.129","1832","256","1987",""
"12","Level 1 Numeracy","Northland","2018","0","0.927","0.127","1656","227","1786",""
"12","Level 1 Numeracy","Northland","2019","0","0.928","0.156","1706","287","1838",""
"12","Level 1 Numeracy","Northland","2020","0","0.92","0.243","1716","453","1865",""
"12","Level 1 Numeracy","Northland","2021","0","0.897","0.238","1619","429","1805",""
"12","Level 1 Numeracy","Northland","2022","0","0.896","0.185","1691","350","1888",""
"12","Level 1 Numeracy","Northland","2023","0","0.899","0.237","1830","483","2035",""
"12","Level 1 Numeracy","Northland","2024","0","0.884","0.219","1722","426","1948",""
"12","Level 1 Numeracy","Otago","2015","0","0.966","0.09","2132","199","2208",""
"12","Level 1 Numeracy","Otago","2016","0","0.964","0.077","2271","181","2357",""
"12","Level 1 Numeracy","Otago","2017","0","0.966","0.08","2352","194","2434",""
"12","Level 1 Numeracy","Otago","2018","0","0.969","0.082","2227","189","2299",""
"12","Level 1 Numeracy","Otago","2019","0","0.963","0.076","2205","173","2290",""
"12","Level 1 Numeracy","Otago","2020","0","0.974","0.088","2231","201","2291",""
"12","Level 1 Numeracy","Otago","2021","0","0.967","0.079","2255","183","2331",""
"12","Level 1 Numeracy","Otago","2022","0","0.957","0.068","2161","154","2258",""
"12","Level 1 Numeracy","Otago","2023","0","0.956","0.116","2348","286","2456",""
"12","Level 1 Numeracy","Otago","2024","0","0.953","0.115","2405","291","2524",""
"12","Level 1 Numeracy","Other","2015","0","0.508","0.175","856","294","1684",""
"12","Level 1 Numeracy","Other","2016","0","0.554","0.174","893","280","1612",""
"12","Level 1 Numeracy","Other","2017","0","0.536","0.179","840","280","1566",""
"12","Level 1 Numeracy","Other","2018","0","0.525","0.151","757","217","1441",""
"12","Level 1 Numeracy","Other","2019","0","0.495","0.152","801","245","1617",""
"12","Level 1 Numeracy","Other","2020","0","0.431","0.131","781","238","1813",""
"12","Level 1 Numeracy","Other","2021","0","0.416","0.123","791","233","1901",""
"12","Level 1 Numeracy","Other","2022","0","0.442","0.129","1097","321","2482",""
"12","Level 1 Numeracy","Other","2023","0","0.46","0.177","1200","463","2610",""
"12","Level 1 Numeracy","Other","2024","0","0.463","0.101","1333","292","2880",""
"12","Level 1 Numeracy","Southland","2015","0","0.954","0.087","1067","97","1118",""
"12","Level 1 Numeracy","Southland","2016","0","0.954","0.107","1056","119","1107",""
"12","Level 1 Numeracy","Southland","2017","0","0.97","0.075","1081","83","1114",""
"12","Level 1 Numeracy","Southland","2018","0","0.969","0.089","1077","99","1112",""
"12","Level 1 Numeracy","Southland","2019","0","0.966","0.106","1014","111","1050",""
"12","Level 1 Numeracy","Southland","2020","0","0.964","0.081","1045","88","1084",""
"12","Level 1 Numeracy","Southland","2021","0","0.965","0.076","1090","86","1129",""
"12","Level 1 Numeracy","Southland","2022","0","0.953","0.063","1046","69","1098",""
"12","Level 1 Numeracy","Southland","2023","0","0.951","0.088","1063","98","1118",""
"12","Level 1 Numeracy","Southland","2024","0","0.938","0.138","1126","165","1200",""
"12","Level 1 Numeracy","Taranaki","2015","0","0.956","0.12","1399","175","1463",""
"12","Level 1 Numeracy","Taranaki","2016","0","0.959","0.112","1350","158","1408",""
"12","Level 1 Numeracy","Taranaki","2017","0","0.964","0.075","1315","102","1364",""
"12","Level 1 Numeracy","Taranaki","2018","0","0.966","0.07","1303","94","1349",""
"12","Level 1 Numeracy","Taranaki","2019","0","0.965","0.097","1281","129","1327",""
"12","Level 1 Numeracy","Taranaki","2020","0","0.968","0.104","1279","138","1321",""
"12","Level 1 Numeracy","Taranaki","2021","0","0.966","0.069","1290","92","1335",""
"12","Level 1 Numeracy","Taranaki","2022","0","0.94","0.073","1295","101","1378",""
"12","Level 1 Numeracy","Taranaki","2023","0","0.949","0.078","1344","110","1416",""
"12","Level 1 Numeracy","Taranaki","2024","0","0.955","0.08","1406","118","1473",""
"12","Level 1 Numeracy","Tasman","2015","0","0.924","0.095","426","44","461",""
"12","Level 1 Numeracy","Tasman","2016","0","0.946","0.125","492","65","520",""
"12","Level 1 Numeracy","Tasman","2017","0","0.972","0.078","483","39","497",""
"12","Level 1 Numeracy","Tasman","2018","0","0.938","0.078","481","40","513",""
"12","Level 1 Numeracy","Tasman","2019","0","0.966","0.126","484","63","501",""
"12","Level 1 Numeracy","Tasman","2020","0","0.933","0.124","498","66","534",""
"12","Level 1 Numeracy","Tasman","2021","0","0.954","0.103","501","54","525",""
"12","Level 1 Numeracy","Tasman","2022","0","0.958","0.103","476","51","497",""
"12","Level 1 Numeracy","Tasman","2023","0","0.947","0.132","501","70","529",""
"12","Level 1 Numeracy","Tasman","2024","0","0.913","0.085","464","43","508",""
"12","Level 1 Numeracy","Waikato","2015","0","0.945","0.122","4923","638","5209",""
"12","Level 1 Numeracy","Waikato","2016","0","0.945","0.121","5027","645","5317",""
"12","Level 1 Numeracy","Waikato","2017","0","0.948","0.112","5194","616","5478",""
"12","Level 1 Numeracy","Waikato","2018","0","0.948","0.122","5007","642","5280",""
"12","Level 1 Numeracy","Waikato","2019","0","0.943","0.163","5024","871","5330",""
"12","Level 1 Numeracy","Waikato","2020","0","0.944","0.152","5079","818","5381",""
"12","Level 1 Numeracy","Waikato","2021","0","0.942","0.152","5224","840","5543",""
"12","Level 1 Numeracy","Waikato","2022","0","0.93","0.139","5179","772","5568",""
"12","Level 1 Numeracy","Waikato","2023","0","0.93","0.164","5223","922","5617",""
"12","Level 1 Numeracy","Waikato","2024","0","0.907","0.177","5502","1074","6064",""
"12","Level 1 Numeracy","Wellington","2015","0","0.959","0.119","5411","673","5644",""
"12","Level 1 Numeracy","Wellington","2016","0","0.96","0.104","5649","612","5886",""
"12","Level 1 Numeracy","Wellington","2017","0","0.963","0.093","5737","555","5959",""
"12","Level 1 Numeracy","Wellington","2018","0","0.966","0.098","5613","572","5811",""
"12","Level 1 Numeracy","Wellington","2019","0","0.945","0.109","5500","632","5818",""
"12","Level 1 Numeracy","Wellington","2020","0","0.951","0.119","5672","711","5963",""
"12","Level 1 Numeracy","Wellington","2021","0","0.949","0.118","5614","698","5915",""
"12","Level 1 Numeracy","Wellington","2022","0","0.947","0.1","5525","584","5837",""
"12","Level 1 Numeracy","Wellington","2023","0","0.937","0.119","5753","730","6137",""
"12","Level 1 Numeracy","Wellington","2024","0","0.93","0.137","5871","864","6315",""
"12","Level 1 Numeracy","West Coast","2015","0","0.938","0.12","274","35","292",""
"12","Level 1 Numeracy","West Coast","2016","0","0.948","0.165","253","44","267",""
"12","Level 1 Numeracy","West Coast","2017","0","0.936","0.144","305","47","326",""
"12","Level 1 Numeracy","West Coast","2018","0","0.961","0.177","271","50","282",""
"12","Level 1 Numeracy","West Coast","2019","0","0.912","0.153","239","40","262",""
"12","Level 1 Numeracy","West Coast","2020","0","0.904","0.163","244","44","270",""
"12","Level 1 Numeracy","West Coast","2021","0","0.925","0.127","247","34","267",""
"12","Level 1 Numeracy","West Coast","2022","0","0.91","0.107","272","32","299",""
"12","Level 1 Numeracy","West Coast","2023","0","0.941","0.133","255","36","271",""
"12","Level 1 Numeracy","West Coast","2024","0","0.906","0.101","279","31","308",""
"13","Level 1 Literacy","Auckland","2015","0","0.907","0.033","14879","534","16405",""
"13","Level 1 Literacy","Auckland","2016","0","0.911","0.033","14831","544","16274",""
"13","Level 1 Literacy","Auckland","2017","0","0.911","0.027","15241","459","16739",""
"13","Level 1 Literacy","Auckland","2018","0","0.915","0.03","15195","497","16611",""
"13","Level 1 Literacy","Auckland","2019","0","0.922","0.032","14699","509","15937",""
"13","Level 1 Literacy","Auckland","2020","0","0.931","0.034","15193","557","16320",""
"13","Level 1 Literacy","Auckland","2021","0","0.93","0.023","15467","378","16640",""
"13","Level 1 Literacy","Auckland","2022","0","0.928","0.024","15159","387","16342",""
"13","Level 1 Literacy","Auckland","2023","0","0.927","0.044","15286","720","16489",""
"13","Level 1 Literacy","Auckland","2024","0","0.911","0.05","16273","895","17858",""
"13","Level 1 Literacy","Bay of Plenty","2015","0","0.974","0.03","2790","85","2864",""
"13","Level 1 Literacy","Bay of Plenty","2016","0","0.977","0.028","2747","79","2811",""
"13","Level 1 Literacy","Bay of Plenty","2017","0","0.976","0.022","2832","65","2903",""
"13","Level 1 Literacy","Bay of Plenty","2018","0","0.972","0.021","2781","59","2862",""
"13","Level 1 Literacy","Bay of Plenty","2019","0","0.977","0.02","2634","53","2695",""
"13","Level 1 Literacy","Bay of Plenty","2020","0","0.972","0.023","2521","59","2593",""
"13","Level 1 Literacy","Bay of Plenty","2021","0","0.968","0.013","2630","34","2716",""
"13","Level 1 Literacy","Bay of Plenty","2022","0","0.972","0.011","2645","30","2721",""
"13","Level 1 Literacy","Bay of Plenty","2023","0","0.965","0.022","2495","56","2585",""
"13","Level 1 Literacy","Bay of Plenty","2024","0","0.962","0.025","2712","71","2818",""
"13","Level 1 Literacy","Canterbury","2015","0","0.969","0.022","5507","126","5681",""
"13","Level 1 Literacy","Canterbury","2016","0","0.967","0.025","5527","141","5713",""
"13","Level 1 Literacy","Canterbury","2017","0","0.971","0.02","5776","121","5946",""
"13","Level 1 Literacy","Canterbury","2018","0","0.971","0.022","5672","127","5843",""
"13","Level 1 Literacy","Canterbury","2019","0","0.968","0.024","5750","140","5938",""
"13","Level 1 Literacy","Canterbury","2020","0","0.964","0.024","5623","139","5835",""
"13","Level 1 Literacy","Canterbury","2021","0","0.965","0.017","5795","100","6004",""
"13","Level 1 Literacy","Canterbury","2022","0","0.966","0.017","5647","100","5843",""
"13","Level 1 Literacy","Canterbury","2023","0","0.956","0.029","5413","163","5665",""
"13","Level 1 Literacy","Canterbury","2024","0","0.952","0.034","5828","209","6122",""
"13","Level 1 Literacy","Gisborne","2015","0","0.958","0.032","483","16","504",""
"13","Level 1 Literacy","Gisborne","2016","0","0.961","0.039","522","21","543",""
"13","Level 1 Literacy","Gisborne","2017","0","0.965","0.024","441","11","457",""
"13","Level 1 Literacy","Gisborne","2018","0","0.954","0.021","452","10","474",""
"13","Level 1 Literacy","Gisborne","2019","0","0.963","0.031","442","14","459",""
"13","Level 1 Literacy","Gisborne","2020","0","0.971","0.036","430","16","443",""
"13","Level 1 Literacy","Gisborne","2021","0","0.957","0.027","424","12","443",""
"13","Level 1 Literacy","Gisborne","2022","0","0.952","0.027","394","11","414",""
"13","Level 1 Literacy","Gisborne","2023","0","0.957","0.021","402","9","420",""
"13","Level 1 Literacy","Gisborne","2024","0","0.94","0.031","423","14","450",""
"13","Level 1 Literacy","Hawke's Bay","2015","0","0.967","0.019","1692","34","1749",""
"13","Level 1 Literacy","Hawke's Bay","2016","0","0.966","0.011","1622","18","1679",""
"13","Level 1 Literacy","Hawke's Bay","2017","0","0.968","0.014","1652","24","1707",""
"13","Level 1 Literacy","Hawke's Bay","2018","0","0.978","0.014","1723","24","1761",""
"13","Level 1 Literacy","Hawke's Bay","2019","0","0.968","0.02","1593","33","1646",""
"13","Level 1 Literacy","Hawke's Bay","2020","0","0.97","0.021","1502","32","1549",""
"13","Level 1 Literacy","Hawke's Bay","2021","0","0.961","0.01","1473","16","1533",""
"13","Level 1 Literacy","Hawke's Bay","2022","0","0.968","0.013","1547","20","1598",""
"13","Level 1 Literacy","Hawke's Bay","2023","0","0.975","0.017","1398","25","1434",""
"13","Level 1 Literacy","Hawke's Bay","2024","0","0.965","0.021","1504","32","1558",""
"13","Level 1 Literacy","Manawatu-Whanganui","2015","0","0.97","0.024","2193","55","2261",""
"13","Level 1 Literacy","Manawatu-Whanganui","2016","0","0.961","0.029","2205","67","2295",""
"13","Level 1 Literacy","Manawatu-Whanganui","2017","0","0.963","0.023","2223","52","2309",""
"13","Level 1 Literacy","Manawatu-Whanganui","2018","0","0.973","0.017","2190","39","2251",""
"13","Level 1 Literacy","Manawatu-Whanganui","2019","0","0.964","0.022","2090","48","2169",""
"13","Level 1 Literacy","Manawatu-Whanganui","2020","0","0.956","0.034","1992","70","2083",""
"13","Level 1 Literacy","Manawatu-Whanganui","2021","0","0.959","0.026","2105","56","2195",""
"13","Level 1 Literacy","Manawatu-Whanganui","2022","0","0.947","0.024","1898","48","2005",""
"13","Level 1 Literacy","Manawatu-Whanganui","2023","0","0.946","0.036","1955","74","2067",""
"13","Level 1 Literacy","Manawatu-Whanganui","2024","0","0.939","0.045","1958","93","2085",""
"13","Level 1 Literacy","Marlborough","2015","0","0.966","0.017","401","7","415",""
"13","Level 1 Literacy","Marlborough","2016","0","0.975","0.011","353","4","362",""
"13","Level 1 Literacy","Marlborough","2017","0","0.973","0.027","355","10","365",""
"13","Level 1 Literacy","Marlborough","2018","0","0.991","0.022","316","7","319",""
"13","Level 1 Literacy","Marlborough","2019","0","0.97","0.013","296","4","305",""
"13","Level 1 Literacy","Marlborough","2020","0","0.985","0.033","325","11","330",""
"13","Level 1 Literacy","Marlborough","2021","0","0.975","0.022","314","7","322",""
"13","Level 1 Literacy","Marlborough","2022","0","0.954","0.007","271","2","284",""
"13","Level 1 Literacy","Marlborough","2023","0","0.966","0.025","309","8","320",""
"13","Level 1 Literacy","Marlborough","2024","0","0.969","0.035","308","11","318",""
"13","Level 1 Literacy","Nelson","2015","0","0.982","0.021","604","13","615",""
"13","Level 1 Literacy","Nelson","2016","0","0.982","0.034","556","19","566",""
"13","Level 1 Literacy","Nelson","2017","0","0.986","0.017","626","11","635",""
"13","Level 1 Literacy","Nelson","2018","0","0.985","0.022","586","13","595",""
"13","Level 1 Literacy","Nelson","2019","0","0.981","0.014","561","8","572",""
"13","Level 1 Literacy","Nelson","2020","0","0.987","0.018","549","10","556",""
"13","Level 1 Literacy","Nelson","2021","0","0.982","0.012","591","7","602",""
"13","Level 1 Literacy","Nelson","2022","0","0.977","0.017","561","10","574",""
"13","Level 1 Literacy","Nelson","2023","0","0.987","0.017","512","9","519",""
